artist,album,track,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
Cascada,Everytime We Touch,Everytime We Touch - Hardwell & Maurice West Remix,spotify:track:18rHGxr6QDiPieSTo7cUGL,0.554,0.848,5,-4.075,0,0.0745,0.00237,0,0.185,0.286,144.996,216441,781941
Jay Park,[Vol.66] You Hee yul's Sketchbook : 40th Voice 'Sketchbook X Jay Park',Day by Day,spotify:track:3u1lKhxd2XV8f77aZAsRkN,0.372,0.556,5,-5.681,0,0.0361,0.478,0,0.223,0.145,144.173,238347,3541210
Ariana Grande,Put Your Hearts Up,Put Your Hearts Up,spotify:track:1Rp8zCRpkHyEDqaUczfMZA,0.597,0.815,9,-4.802,1,0.0457,0.1,0,0.112,0.581,162.039,210200,420152
INFINITE,Reality,Bad,spotify:track:2N8gVC6b45879mbNo9IMZr,0.689,0.858,0,-3.051,1,0.116,0.24,0,0.134,0.458,99.994,216244,217985
조은,옥탑방 왕세자 Pt.3 Original Television Soundtrack,한참 지나서,spotify:track:2EVzerohCUOSnLsSAPLCx1,0.442,0.603,3,-4.438,1,0.0344,0.729,0,0.139,0.365,136.211,202855,4756709
Dirt Monkey,Wubula,Lift Off,spotify:track:4EzXMevYacfWa9uLQbZcA2,0.736,0.821,1,-5.275,1,0.0728,0.0146,0.307,0.223,0.284,150.029,243200,5405581
Disciples,The Following EP,Flawless,spotify:track:58fKBPd3ewziyYgYzAMlmH,0.774,0.834,7,-4.954,1,0.059,0.000493,0.788,0.13,0.869,120.978,333713,6025654
Amber-Simone,Strawberry Kisses,Strawberry Kisses,spotify:track:3dC4KUj8b1nIjJidwrywgu,0.82,0.494,9,-7.978,0,0.0333,0.188,3.45E-06,0.097,0.559,100.004,230340,12826840
Boramiyu,I Wanna Hate You,I Wanna Hate You,spotify:track:7A804vozvCd4ZJxnBoza8L,0.491,0.465,8,-5.794,1,0.0433,0.658,0,0.0707,0.27,113.197,212251,898265
Tiger JK,"Who Are You : School 2015(Original Television Soundtrack), Pt. 1",Reset (feat. Jinsil),spotify:track:1uJLYKtzCOhZI1zZW99W8I,0.614,0.787,5,-2.668,1,0.0583,0.335,0,0.157,0.459,143.841,242953,3643103
Woo,We Are,We Are,spotify:track:2SMq0lOqCTHayWa9juoI0d,0.756,0.808,7,-3.272,1,0.0752,0.147,0,0.129,0.685,100.018,196020,4570664
CLAUDIA,Bodies,Bodies,spotify:track:24ZhIGmqatQWhIDBhoLq2a,0.691,0.602,1,-8.063,1,0.0497,0.0515,0,0.141,0.715,118.901,207731,230276
Bomb比尔,1022-比尔的歌,1022-比尔的歌,spotify:track:1fXKSGhgHn8NBnVbTf5tLb,0.637,0.62,6,-6.757,1,0.0651,0.4,1.09E-05,0.372,0.731,87.992,195813,2799908
Martin Garrix,Gold Skies,Animals,spotify:track:1xMLthTaWJieT9YGV1hyS5,0.676,0.865,1,-6.381,1,0.0389,0.00105,0.648,0.382,0.0372,128.006,303773,16823840
John OFA Rhee,CRAZY,CRAZY - Hidden Track No.V 11월 선정곡,spotify:track:65SmmdQMq0EOkwgbcyBDWG,0.629,0.265,0,-10.621,1,0.0811,0.845,0.00139,0.104,0.256,67.954,226103,195555
sora.wav,best part,best part,spotify:track:1RZOXsRxYhDokYjUKO4DIC,0.562,0.15,9,-14.925,1,0.0394,0.964,0.000236,0.0935,0.164,137.748,184348,199275
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),spotify:track:5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806,3021042
Post Malone,beerbongs & bentleys,rockstar (feat. 21 Savage),spotify:track:0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147,449342
Sage The Gemini,Remember Me,Gas Pedal,spotify:track:1UMKquW1olreYO1LlLmTqi,0.843,0.538,1,-8.028,1,0.0833,0.0273,0,0.124,0.428,97.49,208160,4537239
Lost Frequencies,Less Is More,Reality,spotify:track:6rHROoXjEfuxYVw1nd7plQ,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29E-05,0.0789,0.527,122.08,158474,3176009
EXO,The 1st Album 'XOXO' (Repackage),Growl,spotify:track:4pi0Elz7B7cLfw37J3bYm9,0.681,0.814,11,-2.83,0,0.0603,0.145,0,0.556,0.876,89.993,207053,2331916
BLACKPINK,SQUARE TWO,PLAYING WITH FIRE,spotify:track:7e7VjLxO5xJINHvnRytrqi,0.707,0.758,4,-4.511,0,0.0917,0.0399,0,0.141,0.674,97.037,197355,5531239
Plastic,Love Falling,강남역 4번출구,spotify:track:6S0xpqsR8PVBWLudw4frFK,0.777,0.502,5,-4.242,1,0.0294,0.552,0,0.0764,0.75,95.022,243979,1790123
DEAN,130 Mood : TRBL,What 2 Do,spotify:track:6GS3lnAVy5w6AHWEKYzYeS,0.632,0.531,8,-5.669,1,0.0333,0.249,0,0.346,0.511,95.061,224099,236033
Leo Ku,戀戀情深,好想好想,spotify:track:2wthlDpJPq5gx7ugj3FcFT,0.719,0.418,8,-7.665,1,0.029,0.386,0.000421,0.0754,0.206,115.973,217440,3303445
胡星冉,苦茶,苦茶 - 治愈男版,spotify:track:5COugQ93qGnPnplfEyKJWJ,0.725,0.453,6,-10.008,1,0.0568,0.611,0,0.272,0.466,127.985,236985,12692810
Boosie Badazz,Survival Of The Fittest,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",spotify:track:6D1CstH1YvzNN8cPd9ay9Q,0.836,0.906,1,-2.902,1,0.279,0.000426,0,0.227,0.718,165.091,272347,1880
Young Cocoa,Manila,Manila,spotify:track:31pfoNavshN4lGQfcwGgpm,0.899,0.446,6,-8.118,0,0.11,0.58,0,0.0876,0.897,102.033,170104,6032484
Toyote,Still I Love You,Still I Love You,spotify:track:6NzsA5zVihTmhB1I1afK7L,0.599,0.783,9,-6.192,0,0.324,0.61,0,0.373,0.559,89.569,205160,9659015
slchld,best for you,best for you,spotify:track:3MYhmpUxwRpYigA04FBmYH,0.693,0.513,1,-8.653,1,0.0637,0.0973,0,0.114,0.454,95.004,207000,265216
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",my strange addiction,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,182163
Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,spotify:track:0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,188453,663034
keshi,beside you,beside you,spotify:track:1Fhb9iJPufNMZSwupsXiRe,0.711,0.747,0,-6.335,1,0.0523,0.459,0,0.0957,0.852,136,166023,941951
Sam Feldt,After The Sunset,Be My Lover - Toby Green Remix,spotify:track:08XqZoFlg6If14QQ6IWlSM,0.666,0.737,0,-4.577,0,0.0346,0.00421,0,0.124,0.327,125.013,161367,6636640
GJ,遠距離,遠距離 - 《HIStory4-近距離愛上你》LINE TV插曲,spotify:track:0VqbDslRuBAk5jzB81ZQ0Z,0.673,0.497,9,-8.888,1,0.048,0.432,1.75E-06,0.423,0.362,127.97,218917,899067
Wale,The Gifted,LoveHate Thing (feat. Sam Dew),spotify:track:6kx16R0LMAyoXDvGqddZFy,0.736,0.691,8,-6.118,1,0.169,0.0771,0,0.0422,0.18,99.954,267400,2454929
lavi kou,pink bubblegum,pink bubblegum,spotify:track:0rWF5FdQvfQD46gLME2Zx9,0.593,0.361,1,-13.046,1,0.127,0.679,0.0461,0.163,0.216,77.994,153846,5947028
Rain,It's Raining,Biggest Thing,spotify:track:6TAkPWpT22wttANCgJaMCH,0.791,0.562,9,-4.596,1,0.0894,0.455,0,0.0641,0.665,92.023,240853,980547
Lilly Mandover,Auditory Hallucination,Auditory Hallucination,spotify:track:7sQMNzA2nWeCSflkdom8MT,0.719,0.828,7,-7.181,1,0.261,0.407,1.13E-06,0.0993,0.234,135.169,208933,89582
Bruno Mars,24K Magic,Finesse,spotify:track:5XMkENs3GfeRza8MfVAhjK,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,191000,10099
JUNNY,Thank You,Thank You,spotify:track:0I6T2uhtIRdG29HXkNYXK3,0.864,0.516,2,-7.226,1,0.104,0.0254,0,0.0807,0.191,127.927,180048,93491
GIRIBOY,Like A Film : 4 Songs,Let's Not Love Each Other,spotify:track:6MPAgclYe1F9LSYXxOuoBC,0.68,0.528,5,-6.444,1,0.0928,0.529,0,0.184,0.274,134.014,242999,21418013
SBGB,Midnight Radio,Praha,spotify:track:0Mrt9hzujdsdbsKNGj5Abb,0.661,0.306,0,-7.767,1,0.0294,0.867,3.18E-06,0.0984,0.311,80.014,203258,120353
Sandeul,START-UP (Original Television Soundtrack) Pt. 10,Lonesome Diary,spotify:track:4Ee28MXJVLzXeCP8fZ3yPS,0.515,0.265,8,-10.949,1,0.0385,0.739,0,0.149,0.376,139.064,238187,161935
Ni/Co,"Songs We Wish We Wrote, Vol.1",Bleeding Love,spotify:track:76sgjzdGEIMrlQSEZ5fWXS,0.695,0.195,3,-11.832,1,0.0366,0.929,0,0.106,0.214,101.924,156471,1404406
The Wombats,Greek Tragedy,Greek Tragedy - Oliver Nelson TikTok Remix,spotify:track:64rqvMhAPLLEag310IG3z9,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,306429,405960
이경섭,풀하우스 (Original Television Soundtrack),Title 허밍,spotify:track:6uRXQW8BqB3N9WKfe9gfdw,0.825,0.604,7,-6.348,0,0.0417,0.376,1.48E-06,0.0875,0.898,98.272,102307,1644056
Nicholas Tse,了解,因為愛所以愛,spotify:track:3MNF1IrYF3VfPOSWnANQDo,0.56,0.536,11,-6.612,0,0.0309,0.0944,0,0.0955,0.148,134.017,263006,228417
Sodagreen,秋:故事,我好想你,spotify:track:3aQ7k1TkEdannB2soLjtJC,0.445,0.481,6,-6.985,0,0.0272,0.062,3.39E-06,0.0709,0.35,76.034,326949,2488264
沈以誠,電視劇《以家人之名》原聲帶,雨 (電視劇《以家人之名》插曲),spotify:track:1TAm4rdMas92o2vCFQs0vz,0.521,0.335,6,-7.938,1,0.0308,0.857,0,0.0952,0.166,125.929,216246,13056063
FKJ,French Kiwi Juice,Lying Together,spotify:track:1WNOscEdUrRvDwHotfeAW5,0.791,0.729,3,-6.234,0,0.0646,0.456,0.291,0.0957,0.0782,102.021,268861,17838950
Benjamin Kheng,Good For A Time (feat. Bea Lorenzo),Good For A Time (feat. Bea Lorenzo),spotify:track:3uan6scrspVI9GQQWdtya2,0.673,0.386,10,-7.397,1,0.0401,0.458,0,0.114,0.468,95.985,144250,4174059
Goodnight Stand,Like A Star,Like A Star,spotify:track:779ub66TGmIr1mX2LNE8RL,0.714,0.637,6,-5.712,0,0.0501,0.484,3.36E-06,0.0893,0.184,95.026,238671,1876865
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,spotify:track:4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,387725
Isyana Sarasvati,Paradox,Winter Song,spotify:track:0X7K8nxTgOBUr5VMTLG8hS,0.725,0.461,0,-9.184,0,0.0839,0.717,0.0134,0.12,0.298,115.968,201209,368102
HYOLYN,"My Love From the Star 별에서 온 그대 (Original Television Soundtrack), Pt. 4",Good bye 안녕,spotify:track:0lBxhPSNtmpAI6Iv1Rr1Hh,0.581,0.446,10,-8.412,1,0.0297,0.766,0,0.168,0.395,79.975,218920,5700461
Supermode,Tell Me Why,Tell Me Why - MEDUZA Remix,spotify:track:7jrMFjEq0t09f7m3HnnWXl,0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988,171429,3604338
Raiden,Yours,Yours,spotify:track:4KL3FJYexPrPuMdPagHPXp,0.676,0.774,8,-3.988,1,0.0338,0.137,0,0.106,0.392,86.994,235413,21569
Soyou,Cyworld BGM 2021,Y (Please Tell Me Why),spotify:track:4gwk1mjNJYQ4nvSVU6Vcl8,0.501,0.665,8,-5.786,1,0.227,0.326,0,0.202,0.498,159.869,228694,6008681
Bertie Anderson,Song 4 Her,Song 4 Her,spotify:track:4mkv2oAudRw96vtJ1bKs2D,0.623,0.478,11,-8.946,1,0.0766,0.433,0,0.114,0.422,67.996,239769,6783680
J_ust,O_ne,Soft,spotify:track:5YcPOaMnKoWKqIHxg4iL3Y,0.534,0.325,11,-7.612,0,0.0362,0.757,0,0.0699,0.394,148.12,237133,11808724
Cardi B,Please Me,Please Me,spotify:track:0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,200890,20814029
Nicholas,Hoodie,Hoodie,spotify:track:5fKVNRG5Oo9M19R8QAlGiF,0.868,0.587,10,-11.894,0,0.429,0.484,0,0.0799,0.893,127.025,178077,182206
Lydia Lee,The House That I Live In,Don’t Matter,spotify:track:1y2ffEt2MDA3ghGwlJYuyh,0.431,0.451,7,-6.295,1,0.0398,0.595,9.20E-06,0.13,0.256,114.983,182344,191630
Avila,Gangsta Walk (Remastered),Gangsta Walk - Remastered,spotify:track:0556yKWHvHOwbBPaBx35ay,0.855,0.661,7,-5.767,1,0.0779,0.00151,0.00448,0.0968,0.798,120.016,231986,3639108
Usher,Confessions (Expanded Edition),My Boo,spotify:track:68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440,398324
Smyang Piano,Still With You,Still With You,spotify:track:5rj75XDA16ihm5fGfeQ55T,0.627,0.385,1,-12.712,0,0.0294,0.907,0.929,0.104,0.132,88.006,220779,313773
Fifth Harmony,Reflection,Worth It (feat. Kid Ink),spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,2636203
SE7EN,Just Listen.......,Come Back To Me,spotify:track:4ezlt6ciGxes2ctqphnKVU,0.768,0.565,10,-6.668,1,0.0273,0.309,0,0.107,0.796,131.987,246333,79434
Kanye West,Graduation,Stronger,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867,18061679
Pavy,Songs About Women,Soft Lips,spotify:track:6c91SIcG2nuNRu26ou0uRN,0.907,0.284,7,-13.345,0,0.302,0.615,0,0.0884,0.442,105.042,167184,2905126
HYNN,Begin Again Open Mic Episode.16,너였다면,spotify:track:5KmDgqCPAHJQ8Snowzh15t,0.477,0.281,8,-6.807,1,0.0439,0.884,0,0.133,0.189,127.623,284949,3654227
Eminem,The Marshall Mathers LP,The Real Slim Shady,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,284200,4293635
Lee Seung Chul,Lee Seung Chul 35th Anniversary Album Special 'My Love',My Love (Duet Ver.),spotify:track:0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,2913962
Jay Chou,最偉大的作品,最偉大的作品,spotify:track:6kbc35XZMhs9y9SEpAJKLJ,0.432,0.58,7,-7.295,0,0.0671,0.5,0.00774,0.105,0.23,159.908,244046,14353229
政学Zed-X,唯一Remix,唯一Remix,spotify:track:5STRiBeSCodTx9DUsvYomL,0.519,0.322,5,-8.929,1,0.0484,0.458,0,0.0824,0.466,94.415,182000,5245242
INFINITE,INFINITIZE,With…,spotify:track:3QdznI4a0i5kTnRBxzuh5c,0.549,0.619,1,-4.893,1,0.0316,0.102,0,0.0994,0.138,140.082,250707,10154093
Billy Joel,The Stranger (Legacy Edition),Vienna,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,214240,838832
Rich Brian,The Sailor,100 Degrees,spotify:track:2ZDpSQfBdgkooeXw6oj3Uz,0.756,0.648,0,-5.287,1,0.0731,0.118,0,0.515,0.657,80.979,166146,379611
Jukjae,18 again Pt.6 (Original Television Soundtrack),Moments Make Memories,spotify:track:4OfGfMhQd5OTdMT9yqlgpZ,0.566,0.454,9,-7.787,1,0.0316,0.761,0,0.103,0.271,130.032,247200,87120
Baek A Yeon,쏘쏘 so-so,쏘쏘 so-so,spotify:track:1F3PSls61sG4NvY5S6gt7Y,0.702,0.491,6,-4.441,1,0.0396,0.81,0,0.125,0.301,67.217,212642,273700
The Chainsmokers,World War Joy,Takeaway,spotify:track:3g0mEQx3NTanacLseoP0Gw,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,209880,459661
RAVI,What About You,What About You,spotify:track:6mqvyXHDVXUVwxKkvzEqNj,0.68,0.685,4,-3.035,0,0.0656,0.679,0,0.101,0.614,91.825,193093,130582
Choi Nakta,"piece, two",Love Professor (feat. Exy),spotify:track:18f5jIyWEQBZDqUd30tOhp,0.888,0.611,2,-4.729,1,0.0675,0.385,0,0.0589,0.741,100.008,193881,330320
Post Malone,Motley Crew,Motley Crew,spotify:track:40uMIn2zJLAQhNXghRjBed,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71E-06,0.0998,0.288,129.915,184213,188364
Bazzi,COSMIC,Myself,spotify:track:5YLHLxoZsodDWjqSgjhBf3,0.745,0.561,9,-5.513,0,0.072,0.465,1.12E-06,0.0338,0.902,195.918,167553,0
Tiësto,A Town Called Paradise,Red Lights,spotify:track:5L2l7mI8J1USMzhsmdjat9,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200,5702429
Lady Gaga,The Fame Monster,Speechless,spotify:track:1pWZZfszgiDVIzbQLs50Cy,0.386,0.697,0,-4.182,1,0.0383,0.436,0,0.337,0.407,145.091,270827,453451
Woo Hye Mi,Rotten Flower,Rotten Flower,spotify:track:4Cfo60WsyTpelx87mdMtiP,0.675,0.147,5,-10.852,1,0.0341,0.967,1.32E-06,0.109,0.193,97.661,246367,344853
EXO,The 1st Album 'XOXO' (Repackage),"Baby, Don't Cry",spotify:track:7M4eO9xXwmAnO0hq6XDles,0.653,0.827,5,-4.179,1,0.0417,0.344,0,0.144,0.421,137.946,233956,1461759
余佳运,幸福三部曲,和你,spotify:track:7Ch8CWubyrCrz3A9IqCySR,0.606,0.311,0,-9.407,1,0.0403,0.393,0,0.0972,0.379,75.108,200708,24683014
Gentle Bones,"dear me,","dear me,",spotify:track:7aGaP4VJ1WOAIL7QlEl1pA,0.629,0.459,11,-8.846,1,0.0303,0.38,4.10E-06,0.205,0.435,138.059,165968,139158
2am,죽어도 못 보내 Never Let You Go,죽어도 못 보내,spotify:track:6bX31xvB4HeeUOMorR77oV,0.567,0.776,2,-3.102,1,0.0323,0.21,0,0.145,0.54,136.831,195906,379395
itsang,풍선,애드벌룬,spotify:track:6RAo5gO71ajhThwkP1ByY7,0.557,0.403,3,-7.243,1,0.0345,0.0606,0.0822,0.224,0.438,143.967,230889,94228
WONHO,Love Synonym #2 : Right for Us,Ain't About You (feat. Kiiara),spotify:track:2RyUmXSGz9CinAwnM2gDjd,0.781,0.593,7,-7.65,0,0.18,0.42,0,0.317,0.926,110.033,204334,2068537
小蓝背心,目及皆是你,目及皆是你,spotify:track:6K2Y0cHu9UrfabWsevrHqP,0.696,0.501,9,-8.177,1,0.0294,0.827,3.53E-06,0.245,0.476,109.979,231046,42626484
박제형,SBS K팝 스타 Top 6,Can`t Take My Eyes Off You,spotify:track:76cwSziposc6XhhTmj2XhU,0.605,0.491,6,-5.709,0,0.119,0.0407,0,0.116,0.462,180.253,169947,9171
Ren Ran,空空如也,空空如也,spotify:track:6ipLJpVGwldtju0toRAAP2,0.605,0.576,6,-6.161,1,0.106,0.302,0,0.17,0.472,156.138,213846,229621
ANAVITÓRIA,Pupila,Pupila,spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,0.716,0.426,10,-9.576,1,0.128,0.401,0,0.11,0.434,88.794,202288,1269665
Ariana Grande,boyfriend,boyfriend (with Social House),spotify:track:0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,186107,378147
ZUHAIR,For the Heartbroken,Those Days,spotify:track:2anAOmld7tEo8iF4v8e1zc,0.311,0.257,7,-15.516,1,0.0518,0.841,0.0195,0.155,0.0885,83.67,310404,61531
Violette Wautier,Glitter and Smoke,I’d Do It Again,spotify:track:5A8ysv0c3aUkij0ojFlZZM,0.528,0.706,9,-6.231,1,0.0539,0.183,0.000228,0.119,0.294,175.997,205082,3088
Jaxx & Vega,Rave Time (W&W Edit),Rave Time (W&W Edit),spotify:track:0UVBULfbKPCgJc779Zun1M,0.527,0.96,4,-3.436,0,0.166,0.00695,0.436,0.537,0.103,130.046,169856,12124837
Jay Chou,說好不哭,說好不哭,spotify:track:56wVfJKtnwlSZtC4NVgIrf,0.512,0.35,10,-11.843,1,0.0311,0.478,1.15E-06,0.0855,0.343,152.023,222333,1563014
Britney Spears,...Baby One More Time (Digital Deluxe Version),...Baby One More Time,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,6857296
The Chainsmokers,Memories...Do Not Open,Something Just Like This,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,8811740
Steve Aoki,Neon Future I,Delirious (Boneless) (feat. Kid Ink),spotify:track:2SSFvQBwsxeazzo7z5l9gD,0.706,0.912,8,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004,223413,8615644
魏晨,一起来看流星雨,分身情人,spotify:track:6Z59Pqh3Ysxqb0HLewLWid,0.47,0.385,9,-8.662,1,0.0286,0.747,0,0.148,0.232,107.716,323053,4220815
JAIE,Daylight,Daylight,spotify:track:1wcKxD2fwxu0yK5SGqVJNo,0.688,0.237,9,-14.109,1,0.0408,0.544,1.80E-05,0.155,0.183,129.968,239308,6618478
Britney Spears,Oops!... I Did It Again,Oops!...I Did It Again,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,7889263
Aaron Smith,Ibiza 2019,Dancin - Krono Remix,spotify:track:4IlqQhaxrGPxmg35YcXXuS,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,256000,6124571
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),spotify:track:6uFn47ACjqYkc0jADwEdj1,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560,2913920
Puffy,g2rls,g2rls,spotify:track:7kCVR8WJLZNwJA6fjs6QDc,0.824,0.709,11,-3.457,1,0.0375,0.65,0,0.0731,0.891,104.955,168000,11078466
与少年他,下雨天,下雨天,spotify:track:1rCKpLcFlEMsohPxWPdmQ1,0.529,0.678,4,-4.104,1,0.0312,0.129,0,0.0981,0.329,129.774,265846,25310130
Yozoh,Brown Classic 1st - Nostalgia,Brown Classic 1st - Nostalgia,spotify:track:4wweMh27rq38ndfP8iHpGQ,0.662,0.323,6,-11.192,1,0.054,0.864,0,0.134,0.555,83.877,268906,482488
THE ARK,Somebody 4 Life,The Light,spotify:track:6VgerqiIeiOoJo9jCP1LJN,0.648,0.86,7,-3.815,1,0.106,0.0659,0,0.25,0.585,89.962,181503,3887533
Jeyes,Easy,Easy,spotify:track:7DyWH5ivFrUg7APsRqeofj,0.839,0.109,6,-19.892,0,0.12,0.807,0.68,0.118,0.595,122.005,160448,1009532
Shawn Mendes,Shawn Mendes,Fallin' All In You,spotify:track:5EYBryPOgIEPB7r5QIy6eG,0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038,235747,734534
Paul Kim,[Vol.12] You Hee yul's Sketchbook 10th Anniversary Project : 5th Voice 'Sketchbook X Paul Kim',Je T'aime,spotify:track:2HQ5K3NCogc7sOy44R5a1l,0.625,0.493,4,-9.391,1,0.0326,0.721,0,0.131,0.365,95.993,246000,0
D2ear,EUREKA,Eureka,spotify:track:0BE4sAtxWfrEuXUJJVK34U,0.542,0.444,5,-9.636,1,0.0671,0.598,0.0359,0.206,0.441,113.13,233200,10169
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,1938191
YOASOBI,THE BOOK,たぶん,spotify:track:398dL22bDbKbAmiOnPaq7o,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,256773,1227232
MAX,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,177670,533007
Gowe,Worth the Wait,Worth the Wait,spotify:track:6YhLMPkFLZZm6RI6ad1a5T,0.826,0.297,11,-21.207,1,0.208,0.771,0,0.165,0.243,90.014,283011,12053906
Travis Scott,Birds In The Trap Sing McKnight,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,124986
王俊凱,心引力,心引力,spotify:track:5FCICpVP6esEhKY7dxLU7T,0.433,0.455,11,-12.767,1,0.1,0.133,0,0.0879,0.466,187.648,257785,2149326
Kanye West,The College Dropout,Spaceship,spotify:track:1ko2NuvWlQdxtNRc8QQzmT,0.507,0.753,5,-5.31,0,0.19,0.503,0,0.573,0.657,178.068,324227,79040
Billie Eilish,Happier Than Ever,I Didn't Change My Number,spotify:track:7bcy34fBT2ap1L4bfPsl9q,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,158463,1265140
RPG,黑人問號.jpg,黑人問號.jpg,spotify:track:05tGBDLhQ49R5MdcwLp3Yr,0.792,0.49,6,-6.794,1,0.0721,0.0643,0,0.046,0.929,90.001,258667,45899735
WONHO,Love Synonym #2 : Right for Us,Lose,spotify:track:5aDG6JuUDcOoh3Ur1ddEgV,0.756,0.865,0,-4.259,0,0.0577,0.184,0.000825,0.202,0.446,116.999,187857,54469
颜人中,某年某月某天,某年某月某天,spotify:track:2cMiW68cWc0qKC9Iycy7pi,0.471,0.329,5,-12.112,1,0.0326,0.578,1.80E-06,0.101,0.328,155.821,315192,5461399
GIRIBOY,Just Kidding,Just Kidding,spotify:track:6zFhlAp1Ps4kTCW4tHeqBq,0.638,0.399,7,-8.229,1,0.0289,0.74,9.28E-06,0.151,0.172,132.041,230000,1596706
Seo actor,Eternal Sunshine 1/2,Cold,spotify:track:5C7184UXxnChbRdhxfdm5c,0.722,0.483,5,-5.139,1,0.0367,0.283,0,0.287,0.314,84.955,152459,482541
Justin Timberlake,Justified,Like I Love You,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,283627,12614253
DPR LIVE,Jasmine,Jasmine,spotify:track:2IgbYlOlFpiSFYnsqB39lM,0.597,0.486,8,-5.893,1,0.0986,0.331,0,0.14,0.397,137.68,201511,205490
Park Bom,Spring,Spring (feat. Sandara Park),spotify:track:29NmawlpRZky6NMTwYvTLI,0.562,0.798,7,-3.951,0,0.0552,0.194,0,0.168,0.533,149.98,242756,0
